['facebook/bart-large-mnli_TREC-perturbed-word-ordering_score'],['facebook/bart-large-mnli_TREC-perturbed-word-ordering_label']
0.9948716759681702,positive
0.9983285665512085,negative
0.9486014246940613,positive
0.8743668794631958,positive
0.991442084312439,negative
0.9878629446029663,positive
0.9713653326034546,negative
0.6487691402435303,negative
0.9346715807914734,positive
0.9238936305046082,negative
0.9736968874931335,positive
0.9917025566101074,negative
0.9906089305877686,negative
0.9284553527832031,negative
0.9870838522911072,negative
0.9482237100601196,positive
0.9614267349243164,negative
0.8686786890029907,positive
0.9875248074531555,negative
0.9695451259613037,negative
0.7242869138717651,negative
0.590013325214386,negative
0.5939794182777405,positive
0.9916791319847107,positive
0.9452314376831055,positive
0.8468241691589355,negative
0.857124388217926,negative
0.6238359212875366,negative
0.9697651863098145,negative
0.9965200424194336,negative
0.9614871144294739,positive
0.8284770846366882,negative
0.9942110180854797,positive
0.5274547934532166,positive
0.9953048825263977,negative
0.7847340106964111,negative
0.9710540175437927,positive
0.6502395868301392,positive
0.7027043104171753,positive
0.9919084310531616,positive
0.9851974844932556,positive
0.9126548767089844,positive
0.6990770101547241,negative
0.9757840633392334,positive
0.8692811131477356,negative
0.9682191610336304,positive
0.9907174706459045,positive
0.929901123046875,positive
0.9887576699256897,positive
0.957136332988739,negative
0.9908182621002197,positive
0.544623076915741,negative
0.5261883735656738,positive
0.851067304611206,positive
0.9924350380897522,negative
0.9593514204025269,positive
0.9906116724014282,negative
0.9492455720901489,negative
0.979428231716156,negative
0.9954903721809387,negative
0.8209848403930664,positive
0.9799897074699402,negative
0.7687650918960571,negative
0.9709819555282593,positive
0.8648642301559448,negative
0.8798320889472961,negative
0.5720540881156921,positive
0.9954295754432678,positive
0.945023775100708,positive
0.9952112436294556,negative
0.950565755367279,negative
0.8777228593826294,positive
0.5785169005393982,positive
0.9541919231414795,negative
0.9610032439231873,negative
0.9147696495056152,positive
0.9927573800086975,negative
0.6409874558448792,positive
0.8213154077529907,negative
0.997978925704956,negative
0.9033416509628296,negative
0.824128270149231,negative
0.7454028725624084,negative
0.9900317192077637,positive
0.9944087266921997,positive
0.7637121081352234,positive
0.9774267077445984,negative
0.6246779561042786,negative
0.94515061378479,negative
0.6227300763130188,positive
0.6314342617988586,negative
0.9743841290473938,positive
0.9615043997764587,negative
0.9639905691146851,negative
0.9787789583206177,positive
0.8502916693687439,negative
0.7717102766036987,negative
0.9146213531494141,positive
0.9858225584030151,negative
0.9499425292015076,negative
0.7710472941398621,positive
0.7067181468009949,negative
0.7108443975448608,positive
0.990309476852417,positive
0.7221772074699402,negative
0.8835545778274536,negative
0.9712204337120056,positive
0.89742511510849,negative
0.9924633502960205,negative
0.9574704170227051,positive
0.9945533275604248,negative
0.9662549495697021,negative
0.9361386299133301,negative
0.9873340725898743,negative
0.9164145588874817,negative
0.6442362070083618,positive
0.821180522441864,positive
0.7590750455856323,negative
0.9097983837127686,negative
0.9674167037010193,negative
0.7597614526748657,positive
0.857930064201355,negative
0.9752718806266785,positive
0.6866274476051331,negative
0.6240894794464111,positive
0.9903461337089539,positive
0.9758326411247253,negative
0.9488407373428345,negative
0.9869112968444824,positive
0.9945995211601257,positive
0.9869736433029175,negative
0.9764756560325623,negative
0.9347004890441895,positive
0.7801005840301514,negative
0.9980788826942444,negative
0.9664027690887451,negative
0.6658428311347961,negative
0.99587482213974,negative
0.9953977465629578,positive
0.5950158834457397,positive
0.9644937515258789,negative
0.9715266823768616,negative
0.7639517188072205,negative
0.9784471392631531,positive
0.7318853139877319,positive
0.9082052707672119,negative
0.8641633987426758,positive
0.8870130777359009,negative
0.9810383319854736,negative
0.9330307245254517,positive
0.9969901442527771,positive
0.9790856838226318,positive
0.9600087404251099,positive
0.9502156972885132,negative
0.9367403984069824,positive
0.9962174296379089,negative
0.9799358248710632,positive
0.9724761247634888,negative
0.8555080890655518,positive
0.7094464898109436,positive
0.9544121623039246,negative
0.6963312029838562,negative
0.9152063131332397,negative
0.7820636630058289,negative
0.758828341960907,positive
0.9716994166374207,negative
0.8838137984275818,positive
0.8875653147697449,negative
0.9742373824119568,positive
0.876354455947876,positive
0.997347891330719,positive
0.9141188859939575,positive
0.751087486743927,positive
0.8679534792900085,negative
0.7924953103065491,positive
0.6487686038017273,negative
0.9331977963447571,negative
0.9954348802566528,negative
0.9891402721405029,negative
0.9922390580177307,positive
0.9942395687103271,negative
0.9891095161437988,negative
0.9291422963142395,negative
0.7310945987701416,positive
0.8705346584320068,negative
0.9910144805908203,positive
0.781201183795929,negative
0.9090179800987244,positive
0.9874818921089172,negative
0.8142903447151184,negative
0.9862211346626282,negative
0.9777924418449402,positive
0.5219000577926636,positive
0.5848025679588318,negative
0.7819488644599915,negative
0.5913650989532471,positive
0.8721330761909485,negative
0.9951163530349731,negative
0.9918028712272644,positive
0.9573249816894531,negative
0.5033119916915894,negative
0.9522768259048462,positive
0.9736074805259705,negative
0.7142062187194824,negative
0.9678654670715332,positive
0.9637609124183655,positive
0.9763658046722412,positive
0.7822300791740417,negative
0.992877185344696,negative
0.9764077067375183,positive
0.9583527445793152,negative
0.9961210489273071,negative
0.9239189624786377,negative
0.9457504153251648,negative
0.6876680254936218,positive
0.9547507762908936,positive
0.9354874491691589,negative
0.8717257380485535,negative
0.9366325736045837,positive
0.8504905700683594,positive
0.9966974854469299,negative
0.9194890260696411,positive
0.868276059627533,positive
0.8622682690620422,negative
0.9844626784324646,positive
0.9958868026733398,negative
0.9792041778564453,positive
0.8095026016235352,positive
0.7912175059318542,negative
0.9379395246505737,positive
0.91721111536026,positive
0.9709729552268982,negative
0.9488374590873718,negative
0.9241934418678284,positive
0.5134519934654236,positive
0.608959436416626,positive
0.9809624552726746,negative
0.9678472876548767,negative
0.9477397203445435,positive
0.9536111950874329,positive
0.8628138303756714,negative
0.9926840662956238,negative
0.8738536834716797,negative
0.9980341792106628,positive
0.8342728614807129,positive
0.7429654002189636,positive
0.9846338033676147,negative
0.6371156573295593,positive
0.9908251762390137,negative
0.9338090419769287,positive
0.9793962836265564,negative
0.9864947199821472,positive
0.890110194683075,positive
0.9812032580375671,negative
0.9941389560699463,negative
0.5908653736114502,positive
0.9912485480308533,negative
0.9344356060028076,negative
0.5926082134246826,negative
0.5704973936080933,positive
0.953578770160675,positive
0.9977744221687317,negative
0.9881700277328491,positive
0.5498384833335876,positive
0.9836671352386475,negative
0.8729187250137329,negative
0.866157054901123,positive
0.9752972722053528,negative
0.9829632639884949,negative
0.9379413723945618,positive
0.9957639575004578,negative
0.9875927567481995,negative
0.964564323425293,negative
0.985499918460846,negative
0.9759112000465393,positive
0.9799754619598389,positive
0.9700764417648315,positive
0.5407317876815796,positive
0.6370460391044617,negative
0.9974162578582764,positive
0.9939979314804077,negative
0.9868694543838501,negative
0.9305549263954163,positive
0.8900249004364014,negative
0.9826056957244873,negative
0.962315559387207,positive
0.8536379933357239,positive
0.7944725155830383,negative
0.9029932022094727,positive
0.8475388288497925,negative
0.792890191078186,negative
0.9613000750541687,positive
0.9849146604537964,positive
0.8821099996566772,negative
0.9826545119285583,negative
0.9337733387947083,negative
0.9320135712623596,negative
0.9938889145851135,positive
0.9747218489646912,positive
0.5119767785072327,positive
0.9721014499664307,positive
0.9971057176589966,positive
0.8685061931610107,positive
0.9723672866821289,negative
0.9955105185508728,positive
0.9497995972633362,positive
0.8920807838439941,positive
0.9705338478088379,positive
0.9476040005683899,negative
0.9978985786437988,positive
0.8606202602386475,positive
0.8842736482620239,positive
0.9634115695953369,positive
0.9899057149887085,negative
0.9746078252792358,positive
0.6099944710731506,negative
0.9679660201072693,negative
0.9896465539932251,negative
0.9853302836418152,positive
0.9305654168128967,negative
0.9269669055938721,positive
0.9722926616668701,negative
0.983367919921875,negative
0.5554153323173523,positive
0.6767547130584717,positive
0.9958637952804565,positive
0.9869246482849121,negative
0.9972334504127502,negative
0.7680724859237671,negative
0.7193761467933655,positive
0.6378307938575745,positive
0.9336727857589722,positive
0.9756290912628174,positive
0.995016872882843,negative
0.985458493232727,positive
0.9900177121162415,negative
0.9951338171958923,negative
0.9937392473220825,positive
0.9758546352386475,negative
0.942314624786377,positive
0.8966215252876282,negative
0.9979633688926697,negative
0.6305120587348938,positive
0.9875800013542175,positive
0.9967145919799805,negative
0.9579426050186157,negative
0.9974254369735718,negative
0.9875021576881409,negative
0.9083796739578247,negative
0.7280662059783936,positive
0.5562618374824524,negative
0.9778816103935242,positive
0.9748048782348633,negative
0.9346466064453125,negative
0.9850955009460449,positive
0.9713035821914673,negative
0.9848182797431946,negative
0.8219290375709534,positive
0.9822535514831543,positive
0.9784041047096252,negative
0.9794892072677612,negative
0.9607446789741516,negative
0.9545164704322815,negative
0.9520136713981628,negative
0.9972302317619324,positive
0.9783207178115845,positive
0.9942076206207275,negative
0.9441067576408386,positive
0.6998311877250671,negative
0.9404152035713196,positive
0.9764921069145203,positive
0.9795621037483215,negative
0.9763326644897461,negative
0.558384120464325,negative
0.9653307795524597,negative
0.9931108951568604,negative
0.5996106863021851,negative
0.8224061131477356,positive
0.9965602159500122,negative
0.6576615571975708,positive
0.8147897124290466,negative
0.9906871914863586,positive
0.8429182767868042,negative
0.5415902137756348,negative
0.8877187371253967,negative
0.5209038853645325,positive
0.9884259700775146,negative
0.9356147646903992,positive
0.981709361076355,negative
0.9680427312850952,negative
0.9824731945991516,negative
0.9965032935142517,positive
0.9477008581161499,negative
0.99801105260849,negative
0.9929500818252563,positive
0.9971073865890503,positive
0.9712084531784058,positive
0.7185824513435364,negative
0.9886345863342285,positive
0.619247555732727,negative
0.6909689903259277,negative
0.991446316242218,negative
0.9123208522796631,positive
0.5686173439025879,positive
0.8381403684616089,negative
0.997298002243042,negative
0.9737676978111267,negative
0.9977754950523376,negative
0.6519965529441833,negative
0.9558754563331604,negative
0.9913191795349121,negative
0.9861247539520264,negative
0.9949580430984497,positive
0.9937241077423096,positive
0.5861519575119019,positive
0.5305510759353638,negative
0.7700772881507874,positive
0.9808542728424072,negative
0.9657509922981262,negative
0.6703580021858215,negative
0.9477792978286743,negative
0.8777127265930176,negative
0.9911409616470337,positive
0.8022787570953369,negative
0.9796637892723083,positive
0.8832827210426331,positive
0.9854520559310913,positive
0.7858558893203735,negative
0.9868636727333069,positive
0.9594082236289978,negative
0.9665129780769348,negative
0.9481432437896729,positive
0.9608076214790344,negative
0.9760011434555054,positive
0.9974377751350403,negative
0.8264561891555786,positive
0.9665179252624512,positive
0.9930807948112488,positive
0.7740262746810913,negative
0.951042890548706,negative
0.9851597547531128,negative
0.9965405464172363,positive
0.9604060053825378,negative
0.6504999399185181,positive
0.6599670648574829,positive
0.8551262617111206,positive
0.6303244233131409,negative
0.5861265063285828,negative
0.6224665641784668,positive
0.7647121548652649,positive
0.976814329624176,negative
0.7584582567214966,positive
0.8886405825614929,negative
0.960554301738739,positive
0.9502012133598328,negative
0.9833589792251587,positive
0.8614857196807861,negative
0.509074330329895,positive
0.9482937455177307,positive
0.9965251684188843,negative
0.9952903389930725,negative
0.9922494888305664,negative
0.8165634870529175,negative
0.7828947901725769,negative
0.979773223400116,positive
0.9644744396209717,negative
0.9444023370742798,positive
0.997610330581665,negative
0.7379069924354553,positive
0.9456677436828613,negative
0.9110034704208374,positive
0.9815689325332642,positive
0.9897053837776184,negative
0.9586859941482544,positive
0.9269116520881653,negative
0.5373281240463257,positive
0.8539900183677673,negative
0.993826687335968,positive
0.927078366279602,negative
0.794202983379364,negative
0.7886099815368652,negative
0.8542290329933167,negative
0.6705384254455566,negative
0.9282680749893188,positive
0.9618326425552368,positive
0.9219326972961426,negative
0.9876543283462524,positive
0.8904260993003845,negative
0.9948327541351318,negative
0.9890357851982117,negative
0.9887918829917908,positive
0.9107345938682556,negative
0.9737575650215149,negative
0.7047545313835144,positive
0.7516343593597412,positive
0.9773855805397034,negative
0.9679943323135376,positive
0.822486937046051,positive
0.9776639938354492,negative
0.5300022959709167,negative
0.9978556036949158,negative
0.995848536491394,negative
0.9955742955207825,positive
0.7308043837547302,positive
0.7876957058906555,positive
0.7613609433174133,negative
0.981870710849762,positive
0.8303192853927612,positive
0.9829689264297485,positive
0.7410080432891846,negative
0.9782879948616028,negative
0.7700169086456299,negative
0.6546804308891296,positive
0.6038334965705872,negative
0.9629319310188293,negative
0.9303187131881714,negative
0.6184052228927612,positive
0.7730205655097961,negative
0.9924298524856567,positive
0.9953690767288208,negative
0.9473133087158203,negative
0.9557520747184753,positive
0.9491503238677979,positive
0.930346667766571,positive
0.9925271272659302,negative
0.9800862073898315,positive
0.9889584183692932,negative
0.9979199767112732,negative
0.8040211796760559,positive
0.931206464767456,negative
0.865530788898468,negative
0.9943076372146606,positive
0.9929706454277039,positive
0.8158534169197083,positive
0.9713833928108215,negative
0.8366080522537231,positive
0.9874607920646667,negative
0.9391252994537354,negative
0.6371310949325562,positive
0.9426977634429932,positive
0.9124701619148254,negative
0.9151456952095032,negative
0.8592631816864014,negative
0.8932204246520996,negative
0.7953291535377502,positive
0.8275914788246155,negative
0.5352452397346497,negative
0.995225727558136,negative
0.9786660075187683,negative
0.938145101070404,negative
0.9482720494270325,negative
0.9807707071304321,positive
0.993175208568573,negative
0.9587700963020325,negative
0.98152756690979,negative
0.9972235560417175,positive
0.8669633865356445,negative
0.9065402746200562,negative
0.9884099960327148,negative
0.8011378645896912,negative
0.9791420102119446,negative
0.8419172167778015,positive
0.9268620014190674,negative
0.9967575669288635,positive
0.9069122076034546,negative
0.9077311158180237,positive
0.8268402814865112,negative
0.9942365884780884,positive
0.5267866849899292,negative
0.9419716596603394,negative
0.6635535359382629,negative
0.9915180206298828,positive
0.9910940527915955,negative
0.7623621821403503,negative
0.9937164187431335,negative
0.7437670230865479,positive
0.8977079391479492,negative
0.909319281578064,negative
0.9461551904678345,negative
0.9003588557243347,negative
0.9552871584892273,negative
0.8834853768348694,negative
0.8776403665542603,negative
0.9577546715736389,negative
0.5363302826881409,negative
0.9004495143890381,negative
0.7901646494865417,positive
0.781207263469696,positive
0.979537844657898,negative
0.9971570372581482,negative
0.8636877536773682,negative
0.9889046549797058,positive
0.9934873580932617,positive
0.9605274796485901,negative
0.872483491897583,negative
0.9819532632827759,negative
0.9978584051132202,negative
0.9975886344909668,negative
0.9930482506752014,negative
0.9979689717292786,negative
0.9114016890525818,positive
0.9929219484329224,positive
0.5703295469284058,positive
0.9408220648765564,negative
0.9958427548408508,negative
0.9537336230278015,positive
0.8205382823944092,positive
0.6866937875747681,negative
0.9783836007118225,negative
0.9936323165893555,positive
0.9343010187149048,negative
0.9536134600639343,positive
0.9821329712867737,positive
0.7815016508102417,negative
